row_id,order_id,item_id,item_quantity,total_price
252,121,5,1,5.0
253,121,3,1,14.0
254,122,2,2,30.0
255,123,3,2,28.0
256,123,5,2,10.0
257,124,5,2,10.0
258,124,2,1,15.0
259,124,2,2,30.0
260,125,1,2,24.0
261,126,3,2,28.0
262,126,2,2,30.0
263,127,3,2,28.0
264,127,3,1,14.0
265,127,2,1,15.0
266,128,2,2,30.0
267,129,4,2,32.0
268,130,2,2,30.0
269,131,3,1,14.0
270,132,1,2,24.0
271,132,2,1,15.0
272,133,4,1,16.0
273,133,5,2,10.0
274,133,4,2,32.0
275,134,4,2,32.0
276,134,2,2,30.0
277,134,4,1,16.0
278,135,4,2,32.0
279,136,1,2,24.0
280,136,2,2,30.0
281,137,1,1,12.0
282,137,5,1,5.0
283,138,1,2,24.0
284,138,1,2,24.0
285,139,4,1,16.0
286,139,1,1,12.0
287,139,3,1,14.0
288,140,1,2,24.0
289,140,1,1,12.0
290,140,5,1,5.0
291,141,5,2,10.0
292,142,5,2,10.0
293,143,2,2,30.0
294,144,4,2,32.0
295,145,4,1,16.0
296,145,4,2,32.0
297,145,4,1,16.0
298,146,5,2,10.0
299,147,2,1,15.0
300,147,4,2,32.0
301,148,1,1,12.0
302,148,4,1,16.0
303,149,5,2,10.0
304,149,5,1,5.0
305,149,4,2,32.0
306,150,3,2,28.0
307,150,3,2,28.0
308,150,2,2,30.0
309,151,3,1,14.0
310,152,4,1,16.0
311,152,5,1,5.0
312,153,5,2,10.0
313,153,1,1,12.0
314,154,1,1,12.0
315,154,5,2,10.0
316,154,3,1,14.0
317,155,1,1,12.0
318,155,5,1,5.0
319,155,4,2,32.0
320,156,2,1,15.0
321,157,4,1,16.0
322,158,3,1,14.0
323,158,4,1,16.0
324,159,1,1,12.0
325,159,1,1,12.0
326,159,5,1,5.0
327,160,1,2,24.0
328,160,1,2,24.0
329,160,3,1,14.0
330,161,2,2,30.0
331,161,2,2,30.0
332,161,4,2,32.0
333,162,3,1,14.0
334,162,3,2,28.0
335,162,2,1,15.0
336,163,4,2,32.0
337,163,4,2,32.0
338,164,1,1,12.0
339,164,1,1,12.0
340,164,5,1,5.0
341,165,1,1,12.0
342,165,5,1,5.0
343,166,2,2,30.0
344,166,5,2,10.0
345,167,3,1,14.0
346,168,3,1,14.0
347,168,1,2,24.0
348,168,4,1,16.0
349,169,4,2,32.0
350,170,5,2,10.0
351,171,1,1,12.0
352,172,3,2,28.0
353,172,2,1,15.0
354,173,4,1,16.0
355,173,5,1,5.0
356,174,3,2,28.0
357,174,2,2,30.0
358,174,2,2,30.0
359,175,5,1,5.0
360,176,1,2,24.0
361,176,1,2,24.0
362,177,4,1,16.0
363,177,3,1,14.0
364,177,5,2,10.0
365,178,1,2,24.0
366,179,1,2,24.0
367,179,4,2,32.0
368,179,4,1,16.0
369,180,2,1,15.0
370,180,5,1,5.0
371,180,5,1,5.0
372,181,3,2,28.0
373,181,2,1,15.0
374,182,2,1,15.0
375,182,4,2,32.0
376,182,5,2,10.0
377,183,3,1,14.0
378,184,4,2,32.0
379,185,3,2,28.0
380,186,2,2,30.0
381,187,5,1,5.0
382,187,3,2,28.0
383,188,2,1,15.0
384,188,5,1,5.0
385,189,1,1,12.0
386,189,4,2,32.0
387,189,4,2,32.0
388,190,2,1,15.0
389,190,2,2,30.0
390,191,5,2,10.0
391,192,1,2,24.0
392,193,5,1,5.0
393,193,3,2,28.0
394,193,3,1,14.0
395,194,5,2,10.0
396,195,5,2,10.0
397,195,3,2,28.0
398,196,3,2,28.0
399,196,5,1,5.0
400,196,3,1,14.0
401,197,1,1,12.0
402,198,2,1,15.0
403,198,3,1,14.0
404,198,1,1,12.0
405,199,5,1,5.0
406,199,2,1,15.0
407,200,4,1,16.0
408,200,2,2,30.0
409,200,1,1,12.0
410,201,1,2,24.0
411,201,1,2,24.0
412,201,2,1,15.0
413,202,1,1,12.0
414,203,5,1,5.0
415,203,2,1,15.0
416,204,1,1,12.0
417,204,4,2,32.0
418,204,3,2,28.0
419,205,4,1,16.0
420,205,3,2,28.0
421,205,4,1,16.0
422,206,3,1,14.0
423,207,3,2,28.0
424,207,3,2,28.0
425,208,3,2,28.0
426,208,2,2,30.0
427,209,4,1,16.0
428,209,3,2,28.0
429,210,3,1,14.0
430,210,4,1,16.0
431,211,2,2,30.0
432,211,2,1,15.0
433,212,5,1,5.0
434,212,2,2,30.0
435,213,5,2,10.0
436,214,5,2,10.0
437,214,1,1,12.0
438,215,1,2,24.0
439,216,2,2,30.0
440,216,1,2,24.0
441,217,1,2,24.0
442,217,2,1,15.0
443,217,1,1,12.0
444,218,5,1,5.0
445,219,4,2,32.0
446,220,5,2,10.0
447,221,1,2,24.0
448,221,4,2,32.0
449,221,4,2,32.0
450,222,3,2,28.0
451,223,2,1,15.0
452,224,1,2,24.0
453,224,2,2,30.0
454,224,4,2,32.0
455,225,3,1,14.0
456,225,4,1,16.0
457,226,4,2,32.0
458,226,4,1,16.0
459,227,2,1,15.0
460,227,3,1,14.0
461,227,5,1,5.0
462,228,2,1,15.0
463,228,2,2,30.0
464,228,2,1,15.0
465,229,4,1,16.0
466,230,5,2,10.0
467,230,1,1,12.0
468,230,2,1,15.0
469,231,5,2,10.0
470,232,3,1,14.0
471,233,5,1,5.0
472,234,1,2,24.0
473,234,3,2,28.0
474,234,3,1,14.0
475,235,3,1,14.0
476,236,3,2,28.0
477,237,5,1,5.0
478,237,1,2,24.0
479,237,2,1,15.0
480,238,4,2,32.0
481,238,4,2,32.0
482,239,2,2,30.0
483,240,2,2,30.0
484,241,1,1,12.0
485,241,1,1,12.0
486,241,1,2,24.0
487,242,2,2,30.0
488,243,4,2,32.0
489,243,5,2,10.0
490,243,2,2,30.0
491,244,3,1,14.0
492,244,4,2,32.0
493,244,4,2,32.0
494,245,3,2,28.0
495,245,1,1,12.0
496,245,5,1,5.0
497,246,3,1,14.0
498,247,5,1,5.0
499,248,2,1,15.0
500,248,5,1,5.0
501,249,3,2,28.0
502,249,5,2,10.0
503,250,5,2,10.0
504,250,1,2,24.0
505,250,4,2,32.0
506,251,4,1,16.0
507,252,3,2,28.0
508,252,5,1,5.0
509,252,3,2,28.0
510,253,1,2,24.0
511,253,3,2,28.0
512,254,5,2,10.0
513,255,3,2,28.0
514,255,2,2,30.0
515,256,3,2,28.0
516,256,3,1,14.0
517,256,3,2,28.0
518,257,1,1,12.0
519,258,3,2,28.0
520,258,2,1,15.0
521,259,1,1,12.0
522,260,5,1,5.0
523,260,1,2,24.0
524,260,2,2,30.0
525,261,2,1,15.0
526,261,5,1,5.0
527,261,5,2,10.0
528,262,1,2,24.0
529,263,5,1,5.0
530,263,4,1,16.0
531,264,4,2,32.0
532,264,1,2,24.0
533,265,2,2,30.0
534,266,4,1,16.0
535,267,1,2,24.0
536,267,2,2,30.0
537,267,3,1,14.0
538,268,4,2,32.0
539,268,4,1,16.0
540,269,3,2,28.0
541,269,1,1,12.0
542,269,3,1,14.0
543,270,5,1,5.0
544,270,4,2,32.0
545,270,5,2,10.0
546,271,5,2,10.0
547,271,3,1,14.0
548,271,1,1,12.0
549,272,5,1,5.0
550,273,1,1,12.0
551,273,4,1,16.0
552,274,3,1,14.0
553,274,1,1,12.0
554,275,2,1,15.0
555,275,3,2,28.0
556,275,3,1,14.0
557,276,1,1,12.0
558,276,3,1,14.0
559,277,4,1,16.0
560,277,1,1,12.0
561,277,4,2,32.0
562,278,2,2,30.0
563,278,2,1,15.0
564,279,3,2,28.0
565,279,3,1,14.0
566,280,5,1,5.0
567,281,1,2,24.0
568,281,5,2,10.0
569,282,5,2,10.0
570,282,2,2,30.0
571,282,2,1,15.0
572,283,5,1,5.0
573,283,2,2,30.0
574,283,4,2,32.0
575,284,2,1,15.0
576,284,4,1,16.0
577,285,4,2,32.0
578,285,2,1,15.0
579,285,4,2,32.0
580,286,3,1,14.0
581,286,2,2,30.0
582,287,4,2,32.0
583,287,3,1,14.0
584,287,3,2,28.0
585,288,5,1,5.0
586,288,4,1,16.0
587,289,4,2,32.0
588,290,4,1,16.0
589,290,5,1,5.0
590,291,4,1,16.0
591,292,4,1,16.0
592,293,4,2,32.0
593,293,2,1,15.0
594,293,5,2,10.0
595,294,5,1,5.0
596,294,1,1,12.0
597,295,5,1,5.0
598,295,5,2,10.0
599,295,3,1,14.0
600,296,3,1,14.0
601,297,3,1,14.0
602,297,4,1,16.0
603,298,4,1,16.0
604,299,3,2,28.0
605,299,1,1,12.0
606,299,5,1,5.0
607,300,1,1,12.0
608,300,2,2,30.0
609,300,3,2,28.0
